portfolio_id,return
PF00001001,0.024481829615
PF00001004,0.025172079615
PF00001009,0.025172079615
PF00001013,0.025172079615
PF00001014,0.025172079615
PF00001015,0.0244892903351
PF00001017,0.025172079615
PF00001023,0.025172079615
PF00001024,0.025172079615
PF00001025,0.0464805588235
PF00001028,0.0244892903351
PF00001032,0.025172079615
PF00001036,0.0243374841604
PF00001041,0.0252737511338
PF00001045,0.0252410241604
PF00001047,0.0252410241604
PF00001049,0.0259094841604
PF00001053,0.0541634224599
PF00001060,0.0252535691311
PF00001067,0.0252595184081
PF00001068,0.025252992615
PF00001069,0.0252737511338
PF00001077,0.0252535691311
PF00001078,0.025252992615
PF00001085,0.0252527591604
PF00001086,0.054096657754
PF00001087,0.025252992615
PF00001088,0.0252527591604
PF00001092,0.0252595184081
PF00001095,0.0252383052925
PF00001099,0.0252737511338
PF00001100,0.0252737511338
PF00001104,0.0252410241604
PF00001105,0.0279909678788
PF00001107,0.0265656047619
PF00001108,0.0549079344567
PF00001112,0.0268806047619
PF00001119,0.0265932678788
PF00001123,0.0275109678788
PF00001126,0.0272209678788
PF00001132,0.0254382123681
PF00001135,0.0252880796423
PF00001145,0.0250082471559
PF00001148,0.0254382123681
PF00001153,0.0252793237914
PF00001155,0.0580275989305
PF00001161,0.0252673553369
PF00001164,0.0252858495845
PF00001165,0.0252673553369
PF00001171,0.0580435989305
PF00001178,0.0252793237914
PF00001179,0.030096
PF00001180,0.0580435989305
PF00001194,0.0252790903369
PF00001199,0.0253075823103
PF00001198,0.0265477685875
PF00001203,0.0227474357914
PF00001204,0.025264636469
PF00001209,0.0580435989305
PF00001210,0.0252793237914
PF00001218,0.0252793237914
PF00001220,0.0253075823103
PF00001223,0.0252942845116
PF00001225,0.0252858495845
PF00001227,0.0227474357914
PF00001230,0.0580435989305
PF00001233,0.0252793237914
PF00001236,0.0252793237914
PF00001238,0.0252793237914
PF00001239,0.0579624
PF00001241,0.0576264
PF00001243,0.0252793237914
PF00001244,0.0252747716436
PF00001245,0.0575234
PF00001253,0.0252942845116
PF00001255,0.025264636469
PF00001258,0.025804336469
PF00001260,0.0252793237914
PF00001262,0.0252793237914
PF00001264,0.0252673553369
PF00001265,0.0252858495845
PF00001270,0.0580526636364
PF00001274,0.0252790903369
PF00001277,0.0252858495845
PF00001282,0.0252799003076
PF00001283,0.025264636469
PF00001285,0.0253075823103
PF00001288,0.0253075823103
PF00001290,0.0252793237914
PF00001294,0.0252799003076
PF00001296,0.0253075823103
PF00001303,0.0252858495845
PF00001305,0.0252793237914
PF00001306,0.0252793237914
PF00001309,0.0252793237914
PF00001310,0.0252673553369
PF00001312,0.0252793237914
PF00001313,0.0572832
PF00001316,0.0243638153369
PF00001319,0.0252858495845
PF00001324,0.0252673553369
PF00001325,0.0253075823103
PF00001331,0.025804336469
PF00001333,0.0549243594567
PF00001334,0.0252858495845
PF00001335,0.0252793237914
PF00001340,0.0253075823103
PF00001345,0.0252858495845
PF00001348,0.0549243594567
PF00001352,0.0252793237914
PF00001354,0.0253075823103
PF00001355,0.0550126094567
PF00001356,0.0549416094567
PF00001368,0.0255020154966
PF00001370,0.0257331723148
PF00001372,0.0255681904966
PF00001375,0.0255020154966
PF00001382,0.0255020154966
PF00001384,0.0258758523148
PF00001388,0.0258585285714
PF00001389,0.0265554571429
PF00001391,0.0268716
PF00001412,0.048823
PF00001419,0.0476468168097
PF00001424,0.0293934659091
PF00001427,0.0294324459091
PF00001428,0.0291935459091
PF00001430,0.0292497059091
PF00001432,0.050328
PF00001433,0.0291215459091
PF00001438,0.0291407059091
PF00001440,0.0550886918097
PF00001441,0.028601812381
PF00001446,0.0295965066667
PF00001450,0.0285846166667
PF00001453,0.051036
PF00001456,0.028606792381
PF00001458,0.0288204066667
PF00001463,0.0549243594567
PF00001464,0.028606792381
PF00001471,0.0549243594567
PF00001473,0.0316952
PF00001474,0.0549079344567
PF00001480,0.02949885
PF00001486,0.0549416094567
PF00001493,0.0566955147059
PF00001494,0.03388145
PF00001497,0.0318681728571
PF00001500,0.0315564828571
PF00001503,0.0552461897059
PF00001505,0.03386621
PF00001508,0.03386621
PF00001510,0.03386621
PF00001511,0.0318681728571
PF00001512,0.0555419397059
PF00001515,0.0315564828571
PF00001516,0.0553139397059
PF00001519,0.0548398168097
PF00001522,0.0328545
PF00001529,0.0328545
PF00001532,0.0321288325
PF00001535,0.0316915985714
PF00001536,0.0321288325
PF00001537,0.0320408591667
PF00001540,0.0551717418097
PF00001541,0.0321288325
PF00001542,0.0551717418097
PF00001547,0.0316915985714
PF00001550,0.0550249092466
PF00001553,0.0329231571429
PF00001556,0.0319710229762
PF00001561,0.0552595842466
PF00001564,0.0552595842466
PF00001565,0.0321352163095
PF00001569,0.0349614482353
PF00001572,0.0573228571429
PF00001575,0.0355359762573
PF00001578,0.0346159662573
PF00001579,0.0558998464286
PF00001583,0.0355359762573
PF00001589,0.0349863482353
PF00001590,0.0558998464286
PF00001592,0.0346887
PF00001593,0.0573968571429
PF00001597,0.0354522462573
PF00001599,0.03447975
PF00001614,0.0368211139286
PF00001618,0.0368226139286
PF00001619,0.0347126625
PF00001629,0.0363147125
PF00001626,0.0357147125
PF00001628,0.0353351625
PF00001631,0.057989275
PF00001632,0.0353351625
PF00001633,0.0365967625
PF00001635,0.0357147125
PF00001642,0.0361267625
PF00001648,0.0373394707692
PF00001654,0.03499834
PF00001655,0.03615579
PF00001656,0.03499834
PF00001660,0.0367604707692
PF00001661,0.058946
PF00001665,0.0373394707692
PF00001667,0.058946
PF00001677,0.0597912
PF00001682,0.040048905
PF00001690,0.0419865642857
PF00001693,0.040615905
PF00001711,0.0409353
PF00001712,0.0404168657423
PF00001713,0.0399342642857
PF00001714,0.0404168657423
PF00001719,0.0404828657423
PF00001728,0.0407136943137
PF00001729,0.0409353
PF00001731,0.0615078
PF00001732,0.041422560028
PF00001745,0.0440651947368
PF00001749,0.0440313071911
PF00001751,0.0631896
PF00001754,0.0435877780702
PF00001756,0.0440126614035
PF00001765,0.0435485130952
PF00001767,0.0432834464286
PF00001768,0.0650928
PF00001770,0.0431735833333
PF00001772,0.0440592666667
PF00001774,0.0431735833333
PF00001776,0.0436045833333
PF00001779,0.0645252705882
PF00001786,0.0646764705882
PF00001787,0.0436045833333
PF00001789,0.0441905333333
PF00001792,0.0434143464286
PF00001793,0.0653627834087
PF00001797,0.0426592910256
PF00001801,0.0421736410256
PF00001805,0.0426592910256
PF00001807,0.0653627834087
PF00001808,0.0426592910256
PF00001809,0.0435212874542
PF00001813,0.0430759333333
PF00001819,0.0423723410256
PF00001820,0.0423382910256
PF00001824,0.0449704952381
PF00001834,0.0461327
PF00001837,0.0653702834087
PF00001841,0.0467915128205
PF00001842,0.0465369595738
PF00001844,0.0459976941176
PF00001846,0.0472130128205
PF00001847,0.0458167
PF00001848,0.0467675461538
PF00001849,0.0466
PF00001854,0.0465892
PF00001857,0.0464689017306
PF00001863,0.0464952427156
PF00001865,0.0462783961538
PF00001867,0.0474253484848
PF00001868,0.0467932770563
PF00001869,0.0464689017306
PF00001875,0.0464689017306
PF00001878,0.0658152
PF00001879,0.0468680461538
PF00001880,0.0464689017306
PF00001886,0.0463135
PF00001887,0.0468025
PF00001895,0.0465251034999
PF00001900,0.0451476461538
PF00001904,0.0671660705882
PF00001907,0.0461455
PF00001908,0.0467294592692
PF00001912,0.046896976049
PF00001920,0.0671660705882
PF00001921,0.0671660705882
PF00001922,0.0467294592692
PF00001923,0.0467294592692
PF00001924,0.0463135
PF00001925,0.0495459989011
PF00001929,0.0495459989011
PF00001935,0.073454
PF00001936,0.0495459989011
PF00001937,0.0493957901474
PF00001939,0.0495873615759
PF00001951,0.0495459989011
PF00001948,0.0495459989011
PF00001952,0.067999
PF00001953,0.0495459989011
PF00001960,0.0495613375
PF00001963,0.0493869486347
PF00001966,0.0708706428571
PF00001970,0.0498179875
PF00001975,0.0501899875
PF00001978,0.0493869486347
PF00001985,0.07535
PF00001987,0.0708706428571
PF00001988,0.0493869486347
PF00001995,0.051573
PF00001996,0.0535066
PF00001997,0.0517464
PF00001999,0.075354
PF00002000,0.0524006
PF00002001,0.070146
PF00002008,0.0517456
PF00002010,0.075354
PF00002011,0.0516778285714
PF00002012,0.0517366285714
PF00002015,0.0519396
PF00002016,0.0519765
PF00002022,0.0525146666667
PF00002026,0.05395
PF00002031,0.0535285
PF00002032,0.05428
PF00002036,0.054142
PF00002038,0.05428
PF00002042,0.05404
PF00002044,0.0713631428571
PF00002045,0.054444
PF00002049,0.05428
PF00002050,0.053319
PF00002051,0.054078
PF00002054,0.053219
PF00002058,0.05428
PF00002069,0.0528280833333
PF00002073,0.0529060833333
PF00002076,0.0529215857143
PF00002077,0.0529957464286
PF00002084,0.0552362666667
PF00002085,0.0523610797619
PF00002087,0.0540494
PF00002089,0.0529215857143
PF00002099,0.0547714
PF00002103,0.0527243818182
PF00002105,0.0534273333333
PF00002106,0.0551193333333
PF00002109,0.0533906
PF00002113,0.0531405
PF00002121,0.0531405
PF00002128,0.072489
PF00002129,0.0537483333333
PF00002131,0.0525391904762
PF00002140,0.060072
PF00002141,0.057852
PF00002144,0.0549985714286
PF00002145,0.0577853571429
PF00002146,0.060618
PF00002148,0.0570657
PF00002149,0.0587037
PF00002152,0.0620468571429
PF00002154,0.058396
PF00002158,0.060072
PF00002159,0.0565678571429
PF00002163,0.0549985714286
PF00002164,0.059688
PF00002165,0.0620468571429
PF00002169,0.0525815937848
PF00002170,0.0525026361921
PF00002175,0.0526286796537
PF00002185,0.0525761937848
PF00002190,0.0526660768764
PF00002192,0.0525026361921
PF00002193,0.0532748665121
PF00002194,0.0521320768764
PF00002196,0.0525558301485
PF00002197,0.0526286796537
PF00002199,0.0524636361921
PF00002200,0.0531308665121
PF00002206,0.0525761937848
PF00002208,0.0525026361921
PF00002211,0.0548739605042
PF00002213,0.0527308270163
PF00002214,0.0527014431882
PF00002216,0.052769493683
PF00002217,0.052673493683
PF00002223,0.0530569464715
PF00002224,0.0526358450729
PF00002230,0.0527031906527
PF00002232,0.0537297289771
PF00002238,0.0526996906527
PF00002239,0.052769493683
PF00002240,0.0537297289771
PF00002251,0.0531995
PF00002252,0.053726
PF00002253,0.053686
PF00002255,0.0532735
PF00002265,0.052532
PF00002267,0.0526385909091
PF00002271,0.0528706909091
PF00002269,0.0531130909091
PF00002273,0.0534275
PF00002278,0.055599
PF00002282,0.055062
PF00002285,0.054636
PF00002286,0.0537654
PF00002287,0.054192
PF00002292,0.05512
PF00002298,0.055236
PF00002302,0.054528
PF00002316,0.0538239
PF00002317,0.0539605
PF00002320,0.0554334168067
PF00002324,0.0553374168067
PF00002326,0.0553776
PF00002333,0.0551865
PF00002335,0.0682645714286
PF00002342,0.0542609
PF00002344,0.0541185
PF00002345,0.0554234168067
PF00002349,0.0537445
PF00002350,0.0551704166667
PF00002352,0.0540236
PF00002355,0.053449
PF00002361,0.0564242909091
PF00002371,0.054892
PF00002369,0.0551704166667
PF00002376,0.0546932909091
PF00002378,0.054529
PF00002381,0.0548166
PF00002383,0.0540236
PF00002384,0.0574384166667
PF00002385,0.054529
PF00002391,0.0561192450216
PF00002398,0.0588552380952
PF00002400,0.0564203359307
PF00002401,0.0558201688312
PF00002402,0.0562866380952
PF00002406,0.0570309142857
PF00002408,0.0618
PF00002411,0.0564093359307
PF00002413,0.0549213333333
PF00002417,0.0551293333333
PF00002429,0.0558201688312
PF00002435,0.0552447142857
PF00002439,0.054582425974
PF00002440,0.0559699142857
PF00002441,0.055611425974
PF00002447,0.0544946666667
PF00002453,0.05473
PF00002451,0.071721
PF00002455,0.0549922666667
PF00002457,0.028760474026
PF00002469,0.029192474026
PF00002474,0.028256474026
PF00002475,0.0272242285714
PF00002476,0.0554842666667
PF00002480,0.055566552381
PF00002492,0.028256474026
PF00002496,0.0307358948424
PF00002506,0.0303323247432
PF00002516,0.0281962285714
PF00002518,0.055991447619
PF00002521,0.0553271857143
PF00002522,0.0279442285714
PF00002524,0.0281962285714
PF00002525,0.0563227142857
PF00002530,0.0279442285714
PF00002532,0.0556322857143
PF00002543,0.0558997727273
PF00002547,0.0553534857143
PF00002548,0.065799
PF00002551,0.05114742
PF00002553,0.0350523438214
PF00002560,0.037594176
PF00002571,0.054432
PF00002572,0.0306
PF00002582,0.037594176
PF00002583,0.0350523438214
PF00002589,0.0549
PF00002590,0.0551664
PF00002593,0.056932
PF00002594,0.0282
PF00002595,0.02937
PF00002600,0.02937
PF00002598,0.0570942857143
PF00002601,0.0282
PF00002605,0.0562619593074
PF00002606,0.0562619593074
PF00002608,0.03144
PF00002630,0.055831
PF00002628,0.05846
PF00002631,0.055831
PF00002632,0.055753
PF00002634,0.044753784
PF00002637,0.055524
PF00002639,0.0549
PF00002641,0.04254
PF00002642,0.0555503593074
PF00002643,0.0557004
PF00002653,0.038592
PF00002656,0.0572862857143
PF00002658,0.054624
PF00002664,0.0557004
PF00002665,0.0557004
PF00002670,0.0562319593074
PF00002675,0.0381411005128
PF00002678,0.05082
PF00002680,0.062346
PF00002681,0.0402307875
PF00002682,0.0435974248434
PF00002684,0.04506
PF00002689,0.032404
PF00002691,0.02735
PF00002694,0.051708
PF00002700,0.054
PF00002702,0.052116
PF00002713,0.076232
PF00002711,0.059748
PF00002715,0.05772
PF00002716,0.034004464
PF00002718,0.051612
PF00002723,0.05364
PF00002725,0.05994
PF00002747,0.06476
PF00002737,0.0294
PF00002738,0.05952
PF00002740,0.06476
PF00002746,0.0573624
PF00002749,0.05208
PF00002750,0.05772
PF00002754,0.0258
PF00002755,0.0396
PF00002777,0.0333
PF00002775,0.051444
PF00002779,0.03952
PF00002780,0.04884
PF00002783,0.05754
PF00002793,0.0306
PF00002797,0.06602
PF00002805,0.033346
PF00002811,0.0486
PF00002812,0.03822
PF00002814,0.03678
PF00002815,0.028387
PF00002821,0.0276
PF00002827,0.062196
PF00002828,0.0618
PF00002834,0.03123
PF00002841,0.05082
PF00002843,0.03402
PF00002849,0.033346
PF00002855,0.048
PF00002856,0.0511950431944
PF00002857,0.054
PF00002862,0.054
PF00002868,0.0276
PF00002869,0.05846
PF00002866,0.053148
PF00002867,0.0476909601215
PF00002892,0.04269
PF00002879,0.02562
PF00002881,0.0720264
PF00002883,0.048
PF00002885,0.0350987160808
PF00002887,0.03018
PF00002888,0.065544
PF00002910,0.04485
PF00002911,0.052883
PF00002943,0.0255180628872
PF00002913,0.0216258093583
PF00002915,0.0216258093583
PF00002919,0.04152
PF00002922,0.049504
PF00002923,0.04106
PF00002928,0.04275
PF00002929,0.0216258093583
PF00002930,0.0438319218864
PF00002935,0.048059
PF00002939,0.04113
PF00002937,0.0250300939229
PF00002938,0.02472
PF00002945,0.041679
PF00002954,0.04152
PF00002958,0.0358105021409
PF00002960,0.0397380002571
PF00002962,0.046513
PF00002969,0.0250300939229
PF00002970,0.03926
PF00002979,0.04152
PF00002973,0.049348
PF00002974,0.044664
PF00002978,0.0227510524108
PF00002984,0.02472
PF00002988,0.04113
PF00002992,0.04578
PF00002994,0.0216
PF00002996,0.04152
PF00003004,0.0255180628872
PF00003006,0.04578
PF00003010,0.043938
PF00003014,0.043716
PF00003016,0.0216258093583
PF00003024,0.0232984160883
PF00003028,0.02466
PF00003031,0.041742
PF00003041,0.04113
PF00003042,0.052883
PF00003043,0.0216796447409
PF00003044,0.02472
PF00003046,0.049196
PF00003052,0.0391803571429
PF00003057,0.0143304212371
PF00003061,0.0391803571429
PF00003062,0.0224902857143
PF00003063,0.0224902857143
PF00003065,0.020576961054
PF00003066,0.0153206652324
PF00003068,0.038604
PF00003069,0.03156
PF00003070,0.02802
PF00003073,0.035856
PF00003074,0.0224902857143
PF00003077,0.0391803571429
PF00003085,0.03786
PF00003087,0.0245639352773
PF00003092,0.03876
PF00003094,0.0391803571429
PF00003097,0.0306397029366
